DATE,INDEX,Turnover
19/09/2021,1806.61,541386
14/09/2021,1812.02,1150078.48
13/09/2021,1803.34,936878.09
12/09/2021,1794.21,466592.41
09/09/2021,1800.42,1202834.22
05/09/2021,1772.73,266681.05
02/09/2021,1766.83,870010.11
01/09/2021,1768.22,511959.53
31/08/2021,1757.71,873033.7
30/08/2021,1767.65,455079.97
29/08/2021,1767.42,193527.72
26/08/2021,1760.64,1747953.73
25/08/2021,1767.34,615585.97
24/08/2021,1752.5,641092.24
23/08/2021,1744.83,553321.91
22/08/2021,1732.55,300876.42
19/08/2021,1725.18,671676.18
18/08/2021,1721.78,606359.01
17/08/2021,1700.69,514297.77
16/08/2021,1703,677900.45
15/08/2021,1714.72,275913.21
12/08/2021,1710.67,1089756.71
11/08/2021,1698.92,652339.06
10/08/2021,1701.92,648643.04
09/08/2021,1683.88,622148.69
08/08/2021,1690.56,276422.72
05/08/2021,1689.87,2204691.36
04/08/2021,1693.82,558732.61
03/08/2021,1695.54,580801.4
02/08/2021,1713.68,753741.2
01/08/2021,1691.35,225306.94
29/07/2021,1691.73,1369835.03
28/07/2021,1687.29,704232.74
27/07/2021,1663.18,787701.68
26/07/2021,1670.62,558294.83
25/07/2021,1674.39,202764.62
22/07/2021,1660.75,770713.39
21/07/2021,1662.67,732090.94
20/07/2021,1637.53,899232.38
19/07/2021,1613.29,960041.51
15/07/2021,1657.92,729740.26
14/07/2021,1672.19,474497.69
13/07/2021,1675.65,516103.96
12/07/2021,1680.19,596124.82
11/07/2021,1682.88,247664.38
08/07/2021,1658.09,808513.56
07/07/2021,1691,626822.28
06/07/2021,1681.94,463912.35
05/07/2021,1687.7,389175.2
04/07/2021,1689.03,183657.83
01/07/2021,1687.84,2043731.94
30/06/2021,1682.94,850066.03
29/06/2021,1687.99,687587.3
28/06/2021,1690.12,687231.72
27/06/2021,1688.1,248104.91
24/06/2021,1687.01,1611079.48
23/06/2021,1689.46,605155.58
22/06/2021,1685.37,556652.61
21/06/2021,1680.81,710308.91
20/06/2021,1673.12,322546.35
17/06/2021,1689.5,1563284.91
16/06/2021,1704.12,578114.92
15/06/2021,1701.71,694719.91
14/06/2021,1707.22,535117.7
13/06/2021,1706.81,228092.57
10/06/2021,1693.51,1144044.78
09/06/2021,1688.31,676524.77
08/06/2021,1687.87,674961.03
07/06/2021,1690.49,595932.48
06/06/2021,1685.92,316128.82
03/06/2021,1686.73,1967352.71
02/06/2021,1697.64,751114.83
01/06/2021,1687.65,626261.54
31/05/2021,1697.17,682810.42
30/05/2021,1709.09,316320.29
27/05/2021,1706.9,2022167.79
26/05/2021,1703.32,715337.73
25/05/2021,1692.56,728488.42
24/05/2021,1694.58,764040.18
23/05/2021,1692.14,335083.74
20/05/2021,1678.1,1037956.2
19/05/2021,1650.9,706834.41
18/05/2021,1660.4,816154.35
13/05/2021,1640.62,865874.22
12/05/2021,1623.19,737224.39
11/05/2021,1623.56,948930.63
10/05/2021,1649.3,752735.77
09/05/2021,1656.95,246564.97
06/05/2021,1648.7,1414429.9
05/05/2021,1650.7,625939.55
04/05/2021,1642.23,772488.41
03/05/2021,1654.45,636322.19
02/05/2021,1640.5,201052.72
29/04/2021,1641.76,1084007.78
28/04/2021,1632.01,535756.47
27/04/2021,1631.15,678915.69
26/04/2021,1633.38,681069.76
25/04/2021,1631.25,214171.26
22/04/2021,1633.03,724843.44
21/04/2021,1630.91,749999.63
20/04/2021,1634.45,796469.57
19/04/2021,1642.12,750096.1
18/04/2021,1647.37,356348.62
13/04/2021,1631.97,717701.61
12/04/2021,1632.86,683534.83
11/04/2021,1645.98,245612.89
08/04/2021,1635.38,712152.76
07/04/2021,1632.52,580341.61
06/04/2021,1630.45,606384.5
05/04/2021,1631.37,1880196.42
04/04/2021,1630.16,350095.71
01/04/2021,1610.22,418277.96
31/03/2021,1604.62,423753.11
30/03/2021,1600.03,312107.53
29/03/2021,1604.07,407051.65
25/03/2021,1578.07,1445228.87
24/03/2021,1603.05,638415.29
22/03/2021,1606.7,576896.16
21/03/2021,1586.21,183415.64
18/03/2021,1587.28,1306373.59
17/03/2021,1585.09,522724.19
16/03/2021,1604.29,614314.73
15/03/2021,1598.09,702687.28
14/03/2021,1599.31,218605.57
11/03/2021,1596.81,926416.67
10/03/2021,1576.25,585654.18
09/03/2021,1573.89,578820.53
08/03/2021,1552.42,818609.96
07/03/2021,1562.46,395957.19
04/03/2021,1538.94,1647891.09
03/03/2021,1550.6,703583.54
02/03/2021,1568.04,736700.49
01/03/2021,1562.85,862368.61
28/02/2021,1544.49,337295.99
25/02/2021,1549.63,1433706.76
24/02/2021,1557.97,838664.38
23/02/2021,1553.38,836627.81
22/02/2021,1585.85,577988.27
21/02/2021,1605.28,268342.76
18/02/2021,1583.25,727157.94
17/02/2021,1603.28,617556.63
16/02/2021,1618.74,580783.66
15/02/2021,1620.03,705851.11
14/02/2021,1604,235235.02
11/02/2021,1605.92,647188.1
10/02/2021,1618.94,723956.69
09/02/2021,1621.2,567032.88
08/02/2021,1612.83,663657.92
07/02/2021,1618.31,248036.49
04/02/2021,1600.91,1763155.26
03/02/2021,1603.12,577282.7
02/02/2021,1607.97,717674.04
01/02/2021,1593.73,684728.98
31/01/2021,1573.7,345013.85
28/01/2021,1599.45,1734874.13
27/01/2021,1591.81,991204.07
26/01/2021,1596.49,704658.57
25/01/2021,1597.34,747523.89
24/01/2021,1591.77,392582.12
21/01/2021,1613.29,1093494.26
20/01/2021,1631.18,773846.53
19/01/2021,1610.77,797644.1
18/01/2021,1600.46,519581.24
17/01/2021,1589.28,416693.19
14/01/2021,1593.64,998313.53
13/01/2021,1585.75,993213.65
12/01/2021,1572.07,1085676.77
11/01/2021,1562.71,909099.51
10/01/2021,1566.44,660700.75
07/01/2021,1540.73,1762321.12
06/01/2021,1511.66,744181.63
05/01/2021,1497.68,737284.16
04/01/2021,1498.03,619632.18
03/01/2021,1506.95,278876.02
31/12/2020,1499.05,601352.32
30/12/2020,1500.07,679078.91
29/12/2020,1484.56,582689
28/12/2020,1494.43,627038.24
27/12/2020,1497.38,341831.75
24/12/2020,1470.36,1189057.24
23/12/2020,1445.86,433242.62
22/12/2020,1441.64,634374.3
21/12/2020,1423.84,1057038.04
20/12/2020,1458.18,591659.56
17/12/2020,1471.8,1137078.27
16/12/2020,1471.49,632256.32
15/12/2020,1479.35,927742.92
14/12/2020,1492.42,771968.45
13/12/2020,1486.58,247976.58
10/12/2020,1472.62,759104.64
09/12/2020,1483.4,729489.47
08/12/2020,1462.93,529318.38
07/12/2020,1467.12,579152.2
06/12/2020,1477.26,330444.89
03/12/2020,1447.02,1605375.13
02/12/2020,1436.35,828355.61
01/12/2020,1458.38,848058.08
30/11/2020,1462.05,1234792.55
29/11/2020,1478.84,416146.55
26/11/2020,1486.38,1665177.35
25/11/2020,1467.23,1017511.1
24/11/2020,1473.91,1064392.88
23/11/2020,1446.51,728201.52
22/11/2020,1427.64,289662.89
19/11/2020,1423.96,791612.41
18/11/2020,1433.91,638475.24
17/11/2020,1428,796928.91
16/11/2020,1433.03,845708.83
15/11/2020,1426.47,280322.09
12/11/2020,1418.39,858359.8
11/11/2020,1429.14,771758.55
10/11/2020,1417.45,1258750.4
09/11/2020,1422.64,1645648.87
08/11/2020,1378.52,247091.81
05/11/2020,1373.98,1654843.26
04/11/2020,1370.07,618751.5
03/11/2020,1354.97,620187.81
02/11/2020,1345.12,644574.71
01/11/2020,1329.77,286942.64
29/10/2020,1330.18,1228743.81
28/10/2020,1311.33,665229.02
27/10/2020,1346.49,561739.58
26/10/2020,1355.87,642436.43
25/10/2020,1372.26,340191.8
22/10/2020,1354.21,664133.52
21/10/2020,1359.35,503494.48
20/10/2020,1362.66,779909.32
19/10/2020,1363.61,644438.43
18/10/2020,1365.2,181241.03
15/10/2020,1358.23,747699.45
14/10/2020,1370.38,531589.5
13/10/2020,1364.13,586078.43
12/10/2020,1372.64,652257.63
11/10/2020,1371.35,319191.51
08/10/2020,1364.8,498952.55
07/10/2020,1349.84,404815.49
06/10/2020,1350.48,438894.67
05/10/2020,1346.31,408937.73
04/10/2020,1330.04,220927.87
01/10/2020,1318.93,1364330.95
30/09/2020,1308.16,750103.59
29/09/2020,1294.67,844186.12
24/09/2020,1275.23,1500813.01
23/09/2020,1287.8,965966.48
22/09/2020,1308.48,495001.42
21/09/2020,1306.94,676544.59
17/09/2020,1324.17,1238037.75
16/09/2020,1332.63,499157.03
15/09/2020,1336.89,527300.02
14/09/2020,1334.43,593341.19
13/09/2020,1313.28,325513.26
10/09/2020,1305.28,942523.37
09/09/2020,1324.83,546496.9
08/09/2020,1324.56,579470
07/09/2020,1344.34,386811.23
06/09/2020,1342.97,353426.02
03/09/2020,1340.2,2308318.02
02/09/2020,1386.91,552349.96
01/09/2020,1395.31,576003.05
31/08/2020,1394.16,684694.66
30/08/2020,1409.97,235421.85
27/08/2020,1412.44,1128632.95
26/08/2020,1425.58,515985.12
25/08/2020,1413.63,654281.03
24/08/2020,1410.45,465045.55
23/08/2020,1413.95,266897.35
20/08/2020,1394.71,586823.3
19/08/2020,1414.73,598697.27
18/08/2020,1428.6,651219.98
17/08/2020,1436.23,400242.07
16/08/2020,1435.51,270985.4
13/08/2020,1415.54,645434.99
12/08/2020,1425.36,505213.64
11/08/2020,1411.29,586454.25
10/08/2020,1398.82,436789.18
09/08/2020,1400.52,249863.98
06/08/2020,1403,3104795.62
05/08/2020,1403.07,931589.81
04/08/2020,1385.02,858320.41
03/08/2020,1381.81,676812.02
02/08/2020,1378.96,362012.65
29/07/2020,1380.63,1300865.58
28/07/2020,1378.17,612906.01
27/07/2020,1376.43,726509.57
26/07/2020,1374.13,272677.37
23/07/2020,1388.27,891101.18
22/07/2020,1398.52,560548.29
21/07/2020,1410.92,925751.52
20/07/2020,1396.74,631505.19
19/07/2020,1386.84,191267.97
16/07/2020,1388.39,634135.82
15/07/2020,1400.3,692354.15
14/07/2020,1366.65,635348.41
13/07/2020,1385.11,652780.99
12/07/2020,1377.79,384952.16
09/07/2020,1361.24,684392.74
08/07/2020,1368.82,699446.39
07/07/2020,1389.12,849187.3
06/07/2020,1392.86,1012161.33
05/07/2020,1359.1,357103.89
02/07/2020,1405.33,1581059.88
01/07/2020,1381.02,947551.85
30/06/2020,1342.4,736444.82
29/06/2020,1333.92,657369.28
28/06/2020,1323.42,371774.76
25/06/2020,1362.68,1166038.91
24/06/2020,1364.04,869893.45
23/06/2020,1395.54,829619.96
22/06/2020,1404.32,989763.37
21/06/2020,1399.37,514262.61
18/06/2020,1424.71,1122174.29
17/06/2020,1436.08,812565.11
16/06/2020,1449.11,841418.07
15/06/2020,1418.87,760763.61
14/06/2020,1434.45,342947.14
11/06/2020,1441.37,883091.78
10/06/2020,1469.02,719155.51
09/06/2020,1471.67,861321.38
08/06/2020,1470.3,1077385.41
04/06/2020,1439.99,1450062.69
03/06/2020,1434.7,807795.21
02/06/2020,1434,722093.23
01/06/2020,1430.08,1116425.54
31/05/2020,1415.32,520210.92
27/05/2020,1440.15,1517828.42
26/05/2020,1450.69,782622.88
25/05/2020,1454.29,686324.85
24/05/2020,1443.12,430296.52
21/05/2020,1424.64,867389.62
20/05/2020,1437.56,715906.66
19/05/2020,1423.75,746315.43
18/05/2020,1421.72,855793.69
17/05/2020,1399.04,459206.84
14/05/2020,1353.88,1211290.36
13/05/2020,1416.16,1228595.6
12/05/2020,1438.15,993569.7
11/05/2020,1445.53,912017.57
10/05/2020,1451.69,484032.95
07/05/2020,1434.95,2275388.51
06/05/2020,1410.87,796632.03
05/05/2020,1407.26,899563.72
04/05/2020,1378.95,859336.16
03/05/2020,1396,498199
30/04/2020,1425.81,1555594.19
27/04/2020,1415.35,1152008.3
26/04/2020,1406.54,676905.51
23/04/2020,1368.15,2044736.3
22/04/2020,1343.64,843960.4
21/04/2020,1345.6,919612.61
20/04/2020,1377.52,1065871.59
19/04/2020,1392.93,819871.99
16/04/2020,1324.22,1395685.77
13/04/2020,1347.19,606727.01
12/04/2020,1357.11,719814.1
07/04/2020,1337.04,1394376.28
06/04/2020,1302.93,1139342.02
05/04/2020,1242.28,454616.15
02/04/2020,1268.93,1987931.38
01/04/2020,1284.15,1000814.18
31/03/2020,1329.58,1491324.99
30/03/2020,1296.64,1053696
29/03/2020,1267.85,483740.29
26/03/2020,1281.24,2613471.07
25/03/2020,1243.7,1213180.66
24/03/2020,1254.36,1247937.48
23/03/2020,1171.21,1266182.86
22/03/2020,1182.61,703667.18
19/03/2020,1230.31,1562438.61
18/03/2020,1181.97,1113743.69
17/03/2020,1266.84,1471679.8
16/03/2020,1240.49,1258288.41
15/03/2020,1296.64,820075.83
12/03/2020,1251.56,2046914.1
11/03/2020,1319.9,1576897.35
09/03/2020,1368.87,2069720.2
08/03/2020,1464.57,1575049.03
05/03/2020,1538.09,2011124.82
04/03/2020,1565.65,998211.19
03/03/2020,1598.85,1175778.84
01/03/2020,1582.9,745005.39
27/02/2020,1601.81,2167066.39
26/02/2020,1678.02,1137379.44
25/02/2020,1673.82,768219.04
24/02/2020,1661.25,1006994.07
23/02/2020,1685.14,459521.64
20/02/2020,1725.09,808732.59
19/02/2020,1734.11,707491.54
18/02/2020,1714.02,583568.36
17/02/2020,1727.83,425889.65
16/02/2020,1730.58,282201.14
13/02/2020,1730.11,865035.23
12/02/2020,1751.79,789305.46
11/02/2020,1732.56,550449.45
10/02/2020,1713.44,567858.74
09/02/2020,1702.97,274299.26
06/02/2020,1727.06,2660023.7
05/02/2020,1714.8,961707.1
04/02/2020,1690.87,975150.05
03/02/2020,1663.17,1063229.5
02/02/2020,1642.63,749915.53
30/01/2020,1690.88,1938713.06
29/01/2020,1701.33,789472.78
28/01/2020,1696.63,750113.2
27/01/2020,1695.74,809988.93
26/01/2020,1719.96,321797.55
23/01/2020,1735.88,925828.91
22/01/2020,1739.34,634403.76
21/01/2020,1725.03,561932.9
20/01/2020,1724,541099.39
19/01/2020,1725.81,344505
16/01/2020,1718.34,930466.71
15/01/2020,1706.1,877782.08
14/01/2020,1688.48,708043.6
13/01/2020,1679.29,674653.24
12/01/2020,1677.88,328403.23
09/01/2020,1678.86,883946.11
08/01/2020,1676.39,538573.13
07/01/2020,1674.56,665304.96
06/01/2020,1680.1,618321.36
05/01/2020,1684.54,266599.54
02/01/2020,1693.8,1832922.91
01/01/2020,1685.5,384362.67
31/12/2019,1683.29,661232.51
30/12/2019,1675.1,619751.98
29/12/2019,1680.72,266441.91
26/12/2019,1685.49,2061421.64
25/12/2019,1691.79,410026.19
24/12/2019,1687.86,538889.52
23/12/2019,1676.87,868463.25
22/12/2019,1683.45,295272.42
19/12/2019,1677.56,877972.67
18/12/2019,1686.76,484568.74
17/12/2019,1687.29,612786.77
16/12/2019,1692.62,715908.74
15/12/2019,1688.49,211019.87
12/12/2019,1691.56,566534.18
11/12/2019,1690.26,513677.12
10/12/2019,1687.89,603221.05
09/12/2019,1688.14,535947.92
08/12/2019,1688.47,255385.63
05/12/2019,1677.68,1994834.45
04/12/2019,1681.77,682910.25
03/12/2019,1672.51,993621.01
02/12/2019,1686.14,650762.6
01/12/2019,1694.91,265456.18
28/11/2019,1702.52,1562032.86
27/11/2019,1690.46,671588.36
26/11/2019,1688.38,1044143.93
25/11/2019,1681.14,824096.83
24/11/2019,1660.08,222848.24
21/11/2019,1658.13,764280.68
20/11/2019,1665.36,545844.64
19/11/2019,1672.32,613772.36
18/11/2019,1665.78,611691.11
17/11/2019,1674.09,264596.27
14/11/2019,1664.07,712680.61
13/11/2019,1658.65,573453.59
12/11/2019,1658.85,575915.41
11/11/2019,1660.21,646964.85
10/11/2019,1667.47,254219.27
07/11/2019,1668.76,2084360.8
06/11/2019,1664.04,755131.53
05/11/2019,1671.6,706261.57
04/11/2019,1668.24,573060.28
03/11/2019,1668.33,263110.14
31/10/2019,1654.13,912926.65
30/10/2019,1653.1,465347.74
29/10/2019,1660.83,610727.36
28/10/2019,1660.83,756862.44
27/10/2019,1658.05,258126.96
24/10/2019,1653.18,1219682.11
23/10/2019,1653.06,602601.53
22/10/2019,1656.41,798233.84
17/10/2019,1648.74,458010.11
16/10/2019,1650.62,364285.28
15/10/2019,1630.81,411693.34
10/10/2019,1611.46,728429.53
07/10/2019,1613.25,564003.13
06/10/2019,1613.61,425496.61
03/10/2019,1589.87,1788016.39
02/10/2019,1602.89,795465.1
26/09/2019,1615.48,1871481.41
25/09/2019,1605.25,521664.08
24/09/2019,1608.1,538508.58
23/09/2019,1606.92,576069.77
22/09/2019,1611.21,219547.32
19/09/2019,1621.49,944910.18
18/09/2019,1616.59,534942.88
16/09/2019,1608.77,566868.04
15/09/2019,1609.16,221300.25
12/09/2019,1615.61,810820.63
11/09/2019,1605.23,897125.97
10/09/2019,1584.8,771964.28
09/09/2019,1576.2,560923.72
08/09/2019,1572.16,345526.79
05/09/2019,1562.28,2628330.02
04/09/2019,1558.45,828797.83
03/09/2019,1545.58,774378.74
02/09/2019,1557.41,389792.8
01/09/2019,1560.26,203141.34
29/08/2019,1561.98,2130293.17
28/08/2019,1539.45,1088346.65
27/08/2019,1551.03,979409.77
26/08/2019,1556.56,596093.2
25/08/2019,1543.59,303380.52
22/08/2019,1595.05,571215.52
21/08/2019,1591.28,525867.23
20/08/2019,1580.8,545388.73
19/08/2019,1576.47,704180.83
18/08/2019,1554.4,288819.85
15/08/2019,1553.21,1029980.75
14/08/2019,1564.42,733708.41
13/08/2019,1611.03,708384.52
12/08/2019,1605.48,675231.19
08/08/2019,1614.53,1002762.51
07/08/2019,1584.84,867299.09
06/08/2019,1602.45,1152511.05
05/08/2019,1593.79,762549.92
04/08/2019,1627.32,488196.14
01/08/2019,1631.09,2011794.25
31/07/2019,1624.42,657457
30/07/2019,1610.54,649624.31
29/07/2019,1614.02,754445.62
28/07/2019,1621.52,275225.7
25/07/2019,1609.52,1533043.07
24/07/2019,1610.49,754941.11
23/07/2019,1590.13,624105.54
22/07/2019,1570.13,467549.57
21/07/2019,1564.36,204674.56
18/07/2019,1564.3,695283.04
17/07/2019,1574.62,635294.91
16/07/2019,1592.36,602965.77
15/07/2019,1598.93,550007.5
14/07/2019,1604.82,128070.27
11/07/2019,1597.67,571842.72
10/07/2019,1604.05,722745.47
09/07/2019,1600.05,806538.56
08/07/2019,1597.21,1603246.16
07/07/2019,1603.84,223311.24
04/07/2019,1606.35,656245.49
03/07/2019,1601.59,761189.67
02/07/2019,1595.14,634988.67
01/07/2019,1594.02,679292.08
30/06/2019,1598.05,367706.22
27/06/2019,1579.05,1768718.71
26/06/2019,1573.37,645849.86
25/06/2019,1568.9,640753.21
24/06/2019,1574.03,610197.36
23/06/2019,1577.1,213861.58
20/06/2019,1576.19,1272666.33
19/06/2019,1566.67,767470.66
18/06/2019,1562.74,902252.43
17/06/2019,1548.82,629659.05
16/06/2019,1553.83,173866.8
13/06/2019,1557.95,641142.34
12/06/2019,1542.77,521027.44
11/06/2019,1553.85,576086.35
10/06/2019,1559.8,610866.66
06/06/2019,1541.28,1201568.62
05/06/2019,1545.47,879734.29
04/06/2019,1540.82,706304
03/06/2019,1528.08,832286.92
02/06/2019,1524.06,243787.41
30/05/2019,1544.44,1177640.38
29/05/2019,1538.01,954726.92
28/05/2019,1562.08,2419360.69
27/05/2019,1565.87,611473.66
26/05/2019,1569.84,324631.43
23/05/2019,1563.97,713931.55
22/05/2019,1581.82,732257.61
21/05/2019,1570.93,628217.22
20/05/2019,1561.42,658390.72
19/05/2019,1572.46,217587.37
16/05/2019,1569.59,978535.59
15/05/2019,1543.27,823892.45
14/05/2019,1554.44,757221.56
13/05/2019,1538.08,879974.01
12/05/2019,1575.68,297747.51
07/05/2019,1584.95,955272.37
06/05/2019,1574.42,563477.05
05/05/2019,1589.93,228185.43
02/05/2019,1588.41,1912119.62
01/05/2019,1598.61,650430.3
30/04/2019,1599.08,791166.29
29/04/2019,1620.77,697391.56
28/04/2019,1627.17,370546.05
24/04/2019,1614.67,889521.95
23/04/2019,1596.04,284708.67
22/04/2019,1584.61,173016.19
21/04/2019,1593.4,135678.5
18/04/2019,1584.56,710243.01
17/04/2019,1593.51,616051.34
16/04/2019,1605.99,670633.39
15/04/2019,1596.75,610132.5
14/04/2019,1598.88,309616.08
11/04/2019,1586.26,590774.49
10/04/2019,1583.58,738885.95
08/04/2019,1571.58,615056.09
07/04/2019,1561.52,276044.97
04/04/2019,1549.93,1152237.46
03/04/2019,1558.74,705064.91
02/04/2019,1555.57,545687.65
01/04/2019,1554.71,736912.89
31/03/2019,1542.8,290779.94
28/03/2019,1527.35,1171148.65
27/03/2019,1543.3,611215.94
26/03/2019,1543.04,605212.03
25/03/2019,1522.59,615666.43
24/03/2019,1530.71,207350.95
20/03/2019,1551.1,787428.05
19/03/2019,1556.04,673267.91
18/03/2019,1556.77,560702.99
17/03/2019,1562.25,198728.05
14/03/2019,1552.02,1028900.33
13/03/2019,1557.91,802155.44
12/03/2019,1537.89,552217.41
11/03/2019,1546.9,521922.82
10/03/2019,1538.19,192112.88
07/03/2019,1542.83,1355581.9
06/03/2019,1565.45,501123.55
05/03/2019,1570.23,437652.1
04/03/2019,1583.92,548018.44
03/03/2019,1578.39,190600.6
28/02/2019,1571.21,785293.51
27/02/2019,1563.58,524539.18
26/02/2019,1582.57,551575.28
25/02/2019,1587.96,597489.46
24/02/2019,1574.34,198990.29
21/02/2019,1569.92,1199048.43
20/02/2019,1578.36,670009.68
19/02/2019,1568.59,474802.84
18/02/2019,1568.55,285002.79
17/02/2019,1567.72,239778.2
14/02/2019,1556.65,655177.79
13/02/2019,1558.62,841992.34
12/02/2019,1553.19,429518.45
11/02/2019,1544.86,357536.35
10/02/2019,1539.36,158174.64
07/02/2019,1538.39,1796786.64
06/02/2019,1553.64,478940.55
05/02/2019,1562.33,490435.47
04/02/2019,1553.39,487672.08
03/02/2019,1554.86,218695.8
31/01/2019,1554.14,856064.92
30/01/2019,1546.52,380277.31
29/01/2019,1542.35,580679.09
28/01/2019,1538.53,756068.63
27/01/2019,1534.94,230261.58
24/01/2019,1526.9,964319.33
23/01/2019,1521.79,519844.88
22/01/2019,1512.58,409730.69
21/01/2019,1517.58,355773.45
20/01/2019,1527.13,352293.27
17/01/2019,1511.14,631975.28
16/01/2019,1509.68,481697.67
15/01/2019,1495.45,655442.87
14/01/2019,1485.17,616932.41
13/01/2019,1491.88,220805.93
10/01/2019,1498.63,555533.38
09/01/2019,1503.81,609630.13
08/01/2019,1499.56,645447.59
07/01/2019,1491.56,558843.42
06/01/2019,1484.81,287427.91
03/01/2019,1451.27,1368547.34
02/01/2019,1463.78,579255.69
01/01/2019,1478.42,245226.4
31/12/2018,1463.87,504253.34
30/12/2018,1464.26,403115.29
27/12/2018,1448.56,1462145.04
26/12/2018,1448.53,590815.23
25/12/2018,1449.44,830758.83
24/12/2018,1419.5,944067.77
23/12/2018,1449.37,862321.46
20/12/2018,1526.55,1158524.2
19/12/2018,1558.85,908214.48
18/12/2018,1550.32,660940.75
17/12/2018,1560.98,668424.06
16/12/2018,1565,207870.97
13/12/2018,1596.03,782837.38
12/12/2018,1594.73,683646.15
11/12/2018,1590.7,868345.1
10/12/2018,1579.97,784384
09/12/2018,1591.71,257184.64
06/12/2018,1596.49,1765929.36
05/12/2018,1637.52,1199098.8
04/12/2018,1631.68,638777.37
03/12/2018,1653.85,715891.49
02/12/2018,1653.63,338465.02
29/11/2018,1629.94,1560503.22
28/11/2018,1637.1,624495.86
27/11/2018,1625.88,707777.73
26/11/2018,1622.23,731486
25/11/2018,1598.16,237981.14
22/11/2018,1607.54,451915.45
21/11/2018,1619.27,669897.59
20/11/2018,1610.03,868960.83
19/11/2018,1635.71,575733.89
18/11/2018,1640.61,178458.19
15/11/2018,1634.82,674286.71
14/11/2018,1636.48,615954.61
13/11/2018,1648.24,642923.22
12/11/2018,1644.32,746165.32
11/11/2018,1653.75,308989.44
08/11/2018,1657.49,1103478.59
07/11/2018,1650.85,704860.18
06/11/2018,1622.17,709528.57
05/11/2018,1611.27,606901.18
04/11/2018,1609.81,182025.51
01/11/2018,1611.43,1385602.01
31/10/2018,1587.14,855945.38
29/10/2018,1571.05,763485.43
28/10/2018,1569.21,274470.35
25/10/2018,1568.27,1557350.81
24/10/2018,1591.49,633436.7
23/10/2018,1584.4,744057.15
22/10/2018,1613.02,647488.82
21/10/2018,1611.76,179567.84
18/10/2018,1620.64,665518.65
17/10/2018,1609.39,740712.13
16/10/2018,1613.07,575777.14
15/10/2018,1590.47,632495.65
14/10/2018,1597.87,200862.56
11/10/2018,1588.91,1101119.06
10/10/2018,1605.57,754553.19
09/10/2018,1627.74,586166.91
08/10/2018,1626.59,605556.4
07/10/2018,1632.84,163220.22
04/10/2018,1637.16,1212466.39
03/10/2018,1658.53,1228357.2
02/10/2018,1650.27,893548.89
27/09/2018,1642.77,1506498.87
26/09/2018,1652.42,473733.34
25/09/2018,1666.16,709326.73
20/09/2018,1670.26,1509140.33
17/09/2018,1659.88,768505.28
16/09/2018,1653.48,349844.74
13/09/2018,1627.84,815909.68
12/09/2018,1633.48,979953.19
06/09/2018,1635.28,2909500.5
05/09/2018,1634.18,1024674.64
04/09/2018,1654.02,814392.9
03/09/2018,1667.87,746497.99
02/09/2018,1676.03,410855.24
30/08/2018,1666.04,1350113.08
29/08/2018,1658.65,804676.21
28/08/2018,1649.88,875910.17
27/08/2018,1652.83,984842.86
26/08/2018,1637.99,402657.17
23/08/2018,1634.02,865035.01
22/08/2018,1617.9,588759.73
21/08/2018,1618.95,845640.9
20/08/2018,1613.24,649394.6
19/08/2018,1594.43,187013.35
16/08/2018,1582.79,671471.29
15/08/2018,1564.78,756289.62
14/08/2018,1576.31,625894.42
13/08/2018,1580.37,525882.03
12/08/2018,1587.32,195392.69
09/08/2018,1589.84,855763.25
08/08/2018,1598.21,804913.51
07/08/2018,1606.96,639563.37
06/08/2018,1604.92,481145.09
05/08/2018,1604.7,356594.84
02/08/2018,1578,1584348.39
01/08/2018,1587.03,856666.75
31/07/2018,1579.49,642659.53
30/07/2018,1579.32,590777.01
29/07/2018,1573.07,216561.99
26/07/2018,1577.7,1163521.64
25/07/2018,1569.32,629678.29
24/07/2018,1560.42,503926.46
23/07/2018,1545.52,319926.17
19/07/2018,1544.13,497884.34
18/07/2018,1548.48,436209.12
17/07/2018,1546.46,486811.03
16/07/2018,1545.28,493713.83
15/07/2018,1548.64,220144.38
12/07/2018,1549.7,505469.3
11/07/2018,1540.2,411239.81
10/07/2018,1544.26,689372.11
09/07/2018,1535.22,541838.04
08/07/2018,1530.63,179204.95
05/07/2018,1523.75,869674.91
04/07/2018,1525.69,225848.68
03/07/2018,1525.8,609233.22
02/07/2018,1515.91,602542.2
01/07/2018,1520.57,181939.23
28/06/2018,1516.83,913957.19
27/06/2018,1530.25,703521.55
26/06/2018,1525.02,450087.79
25/06/2018,1523.84,569958.16
24/06/2018,1536.55,307817.18
21/06/2018,1528.47,882454.11
20/06/2018,1537.01,515448.07
19/06/2018,1524.9,772742.37
18/06/2018,1532.7,933235.58
17/06/2018,1540.28,266228.04
14/06/2018,1542.16,1300450.8
13/06/2018,1540.3,725201.86
12/06/2018,1538.61,688736.41
11/06/2018,1539.15,651158.37
10/06/2018,1532.4,254205.76
07/06/2018,1532.15,1333544.16
06/06/2018,1527.31,750855.66
05/06/2018,1531.35,624242.08
04/06/2018,1522.65,671511.34
03/06/2018,1519.78,288622.7
31/05/2018,1512.01,1324954.62
30/05/2018,1512.44,768738.76
29/05/2018,1511.69,757809.27
28/05/2018,1524.27,403676.47
27/05/2018,1528.07,305337.77
24/05/2018,1516.32,1702360.64
23/05/2018,1511.5,829017.63
22/05/2018,1519.95,612596.29
21/05/2018,1528.22,804881.3
